x,y,label,split,projection_method
-43.243107,-3.865691,1,train,tsne_2d
-39.94362,5.377705,1,train,tsne_2d
3.4301693,15.173479,0,train,tsne_2d
22.306973,10.641656,1,train,tsne_2d
48.81881,-9.032516,1,train,tsne_2d
49.58616,1.9070051,1,train,tsne_2d
-28.669441,16.280756,0,train,tsne_2d
-9.987793,10.360712,1,train,tsne_2d
8.949747,-15.536843,0,train,tsne_2d
-26.388659,-24.282509,0,train,tsne_2d
-15.505197,11.137155,0,train,tsne_2d
-24.507387,-15.346068,1,train,tsne_2d
5.3111987,-21.987768,0,train,tsne_2d
30.356905,10.065889,1,train,tsne_2d
5.4064174,27.718613,1,train,tsne_2d
-10.014581,-33.252354,0,train,tsne_2d
12.927809,22.8835,1,train,tsne_2d
-3.807961,-28.55257,0,train,tsne_2d
-32.854416,-18.370544,0,train,tsne_2d
-23.543446,-14.19186,1,train,tsne_2d
3.7435431,27.071884,1,train,tsne_2d
8.315846,39.027275,0,train,tsne_2d
-2.2096875,9.005958,1,train,tsne_2d
24.667847,-24.141766,1,train,tsne_2d
26.315306,-24.22209,1,train,tsne_2d
8.492931,-25.464287,1,train,tsne_2d
-32.836742,-1.8717444,0,train,tsne_2d
20.943087,21.912958,0,train,tsne_2d
-19.096703,-2.9865105,0,train,tsne_2d
-45.651554,-1.6390327,0,train,tsne_2d
33.024498,1.02642,1,train,tsne_2d
-9.655501,18.3976,0,train,tsne_2d
19.510614,35.796047,0,train,tsne_2d
36.469788,-3.3134272,1,train,tsne_2d
-18.779934,-1.9011918,1,train,tsne_2d
3.2077339,7.2394953,1,train,tsne_2d
-3.033998,20.532455,0,train,tsne_2d
24.748032,11.301065,1,train,tsne_2d
12.079666,19.94089,0,train,tsne_2d
-34.641182,7.6160107,0,train,tsne_2d
8.353512,38.98323,0,train,tsne_2d
-30.565027,-37.26865,1,train,tsne_2d
-16.851265,-16.029554,1,train,tsne_2d
-13.38522,6.1752667,0,train,tsne_2d
6.573224,24.981495,1,train,tsne_2d
-19.802408,8.42184,0,train,tsne_2d
-18.9977,9.951323,0,train,tsne_2d
11.594732,-6.031718,1,train,tsne_2d
22.02062,-15.8987665,1,train,tsne_2d
44.471657,0.83646804,0,train,tsne_2d
-44.034332,-12.692948,0,train,tsne_2d
29.565054,-11.383241,0,train,tsne_2d
-2.6062512,18.817287,0,train,tsne_2d
8.416832,-13.730204,0,train,tsne_2d
-39.442375,-10.804993,1,train,tsne_2d
-7.560865,20.824339,0,train,tsne_2d
24.476883,-29.627293,1,train,tsne_2d
-2.1933153,16.331686,0,train,tsne_2d
-14.554218,-11.622631,0,train,tsne_2d
-4.098693,-22.188135,0,train,tsne_2d
-12.013679,-22.787252,1,train,tsne_2d
26.683933,20.898773,0,train,tsne_2d
45.42336,-3.9167776,1,train,tsne_2d
10.900447,17.326273,0,train,tsne_2d
-3.6255248,-35.822315,0,train,tsne_2d
12.487753,39.697464,0,train,tsne_2d
-35.047707,-24.318653,1,train,tsne_2d
-32.31193,-1.5172392,0,train,tsne_2d
1.292209,-32.25949,1,train,tsne_2d
33.488613,-0.5573942,1,train,tsne_2d
-9.977622,7.1783996,0,train,tsne_2d
46.936947,-9.594252,1,train,tsne_2d
32.683372,-3.9290566,1,train,tsne_2d
26.337769,17.487854,0,train,tsne_2d
-49.545948,-13.093056,1,train,tsne_2d
52.500523,1.9264745,1,train,tsne_2d
-19.149107,-4.7663383,0,train,tsne_2d
-53.995113,-1.0081787,0,train,tsne_2d
-44.928333,-15.921087,0,train,tsne_2d
52.65937,-4.830767,1,train,tsne_2d
43.384132,2.0117543,1,train,tsne_2d
-13.087155,-6.6894293,1,train,tsne_2d
8.616867,31.350885,0,train,tsne_2d
29.546316,29.420263,0,train,tsne_2d
1.4809097,19.386793,0,train,tsne_2d
-18.38415,-24.153791,1,train,tsne_2d
24.718714,1.4549803,0,train,tsne_2d
6.5292473,-5.704363,1,train,tsne_2d
-36.519722,-12.656808,0,train,tsne_2d
-27.464582,-8.316989,0,train,tsne_2d
-10.866857,15.916428,0,train,tsne_2d
24.11713,-32.856678,1,train,tsne_2d
3.29898,24.088976,0,train,tsne_2d
-22.027775,-17.254232,0,train,tsne_2d
7.6756206,36.140747,0,train,tsne_2d
34.409176,18.178759,1,train,tsne_2d
-11.725692,27.547617,0,train,tsne_2d
-22.402903,-28.025883,0,train,tsne_2d
16.736712,8.889819,0,train,tsne_2d
-22.055372,-13.595288,0,train,tsne_2d
8.813537,17.157166,1,train,tsne_2d
-27.566744,-14.119238,0,train,tsne_2d
53.457455,2.1151228,1,train,tsne_2d
18.95723,0.44664362,0,train,tsne_2d
53.401184,-1.8151401,1,train,tsne_2d
33.00537,11.499568,1,train,tsne_2d
-1.3625227,13.504247,1,train,tsne_2d
-19.071512,-16.390957,1,train,tsne_2d
-38.41237,0.052101985,1,train,tsne_2d
-32.149612,-19.52066,1,train,tsne_2d
18.17191,-9.214939,0,train,tsne_2d
14.408378,-36.243217,1,train,tsne_2d
-44.013237,8.670329,0,train,tsne_2d
-44.229652,-0.8176428,0,train,tsne_2d
-6.44108,37.246933,1,train,tsne_2d
-8.395225,-1.3983824,0,train,tsne_2d
-20.54477,-27.981417,0,train,tsne_2d
5.5489,39.30083,0,train,tsne_2d
-39.019444,-4.868707,0,train,tsne_2d
-24.390123,-20.561346,1,train,tsne_2d
-47.89647,-1.7225443,0,train,tsne_2d
-33.451508,3.0226107,0,train,tsne_2d
19.2471,-22.997095,1,train,tsne_2d
-33.10189,10.143641,1,train,tsne_2d
39.470524,-4.5819936,1,train,tsne_2d
27.2627,-12.451626,0,train,tsne_2d
-43.395874,-7.844823,0,train,tsne_2d
-53.13098,-2.0925512,0,train,tsne_2d
24.980469,-16.791988,1,train,tsne_2d
-26.458324,2.3148198,1,train,tsne_2d
30.50191,19.92207,0,train,tsne_2d
5.657054,31.58163,0,train,tsne_2d
-4.6017766,37.298378,0,train,tsne_2d
-30.036968,10.184848,0,train,tsne_2d
-47.889545,-13.45739,1,train,tsne_2d
8.704402,12.696291,0,train,tsne_2d
-20.154531,-27.80246,1,train,tsne_2d
-15.697097,23.274952,0,train,tsne_2d
-41.722824,-4.8131437,0,train,tsne_2d
-38.987514,0.2528655,0,train,tsne_2d
-29.610954,-7.5678234,0,train,tsne_2d
29.714638,3.767596,1,train,tsne_2d
-2.9519715,-10.8374605,1,train,tsne_2d
-22.595798,-22.288343,0,train,tsne_2d
-7.458652,-31.9305,1,train,tsne_2d
27.708895,22.96685,0,train,tsne_2d
6.671193,-0.1723633,0,train,tsne_2d
-43.154766,-17.905315,1,train,tsne_2d
-11.803595,-14.976498,1,train,tsne_2d
-0.6962955,22.209871,1,train,tsne_2d
-22.371264,10.737021,1,train,tsne_2d
-12.018113,-28.096521,1,train,tsne_2d
-35.21813,3.419683,0,train,tsne_2d
23.927523,28.829319,0,train,tsne_2d
0.96628624,4.1584015,1,train,tsne_2d
27.771763,23.798794,0,train,tsne_2d
-28.842093,1.7403746,0,train,tsne_2d
0.7254742,-24.293325,0,train,tsne_2d
-33.250156,23.814564,1,train,tsne_2d
8.949696,8.903624,1,train,tsne_2d
20.564203,40.06806,1,train,tsne_2d
35.627407,24.446466,0,train,tsne_2d
44.10686,0.7184464,1,train,tsne_2d
-24.210102,0.9542973,1,train,tsne_2d
8.621332,37.969105,0,train,tsne_2d
-28.759617,-3.7467976,1,train,tsne_2d
39.195038,1.6141806,1,train,tsne_2d
-0.36517856,-28.703176,1,train,tsne_2d
3.5159442,15.141131,1,train,tsne_2d
-9.281277,23.041782,0,train,tsne_2d
-26.418152,-9.390556,1,train,tsne_2d
-32.46665,2.6749642,0,train,tsne_2d
-25.0664,-31.563946,1,train,tsne_2d
-20.409542,-13.033773,1,train,tsne_2d
42.46254,4.8478723,1,train,tsne_2d
10.757565,13.987228,0,train,tsne_2d
-27.419895,-19.830055,1,train,tsne_2d
15.454406,11.406314,0,train,tsne_2d
22.334026,5.0285497,0,train,tsne_2d
27.35726,-27.159555,1,train,tsne_2d
43.862263,4.849739,1,train,tsne_2d
15.271122,40.1164,1,train,tsne_2d
-7.9823365,0.20496614,0,train,tsne_2d
1.4770751,27.874933,0,train,tsne_2d
-53.06984,2.9434447,0,train,tsne_2d
-26.071114,-5.7338176,1,train,tsne_2d
-26.317814,15.115777,0,train,tsne_2d
-12.457741,33.91434,0,train,tsne_2d
-25.933249,-12.067835,0,train,tsne_2d
33.110695,-20.06264,1,train,tsne_2d
-53.24112,-0.18424708,0,train,tsne_2d
6.6666865,14.931535,1,train,tsne_2d
16.757711,4.310941,1,train,tsne_2d
24.265877,-26.909134,1,train,tsne_2d
38.72041,-0.6398299,1,train,tsne_2d
-31.522423,-20.20594,0,train,tsne_2d
-45.36959,-7.84817,1,train,tsne_2d
-6.2468295,-31.149057,1,train,tsne_2d
22.385574,-25.580505,1,train,tsne_2d
33.838085,-26.169672,1,train,tsne_2d
13.514926,3.4274461,1,train,tsne_2d
20.039152,11.679904,0,train,tsne_2d
-40.600212,-2.2035427,0,train,tsne_2d
-23.825064,19.09091,0,train,tsne_2d
16.63404,-32.76086,0,train,tsne_2d
-6.0424924,-15.70442,0,train,tsne_2d
23.3184,2.281717,0,train,tsne_2d
11.93176,21.725346,1,train,tsne_2d
-10.075341,35.8708,0,train,tsne_2d
-6.22447,-17.710308,0,train,tsne_2d
29.789673,9.326951,0,train,tsne_2d
33.3352,-20.579573,0,train,tsne_2d
18.132208,-19.521778,1,train,tsne_2d
-29.933514,-34.78462,1,train,tsne_2d
-25.733772,-8.065314,1,train,tsne_2d
12.428078,-22.773212,1,train,tsne_2d
20.646006,20.760395,0,train,tsne_2d
18.925148,-25.142717,1,train,tsne_2d
17.289251,18.043148,1,train,tsne_2d
-35.34704,-7.5298104,1,train,tsne_2d
27.382446,35.783905,0,train,tsne_2d
24.001583,-9.756992,1,train,tsne_2d
-5.265555,-27.154764,0,train,tsne_2d
42.34212,-2.607298,0,train,tsne_2d
27.937487,-24.64499,0,train,tsne_2d
27.13662,-29.227636,1,train,tsne_2d
18.421633,35.904156,0,train,tsne_2d
-30.615717,-37.277466,1,train,tsne_2d
-18.656687,-14.651007,0,train,tsne_2d
33.332527,23.956154,0,train,tsne_2d
19.40619,33.05116,0,train,tsne_2d
18.307226,-23.470509,0,train,tsne_2d
-45.211857,6.721864,0,train,tsne_2d
9.704233,-8.448475,0,train,tsne_2d
-13.7011,-23.964567,1,train,tsne_2d
2.2784226,16.491455,0,train,tsne_2d
-0.76675797,5.1455436,0,train,tsne_2d
-21.22485,-25.122353,1,train,tsne_2d
3.9391801,8.776585,0,train,tsne_2d
27.472118,-12.442275,0,train,tsne_2d
-17.104038,-32.27192,1,train,tsne_2d
-13.960193,-36.61359,1,train,tsne_2d
-25.12108,-16.704453,1,train,tsne_2d
-1.1235437,-22.932997,1,train,tsne_2d
-3.3350534,-22.014378,1,train,tsne_2d
25.762743,-31.330708,1,train,tsne_2d
46.15788,4.4485183,1,train,tsne_2d
-23.895222,1.1182462,1,train,tsne_2d
17.730131,29.5968,0,train,tsne_2d
11.6224575,0.7247053,1,train,tsne_2d
-3.279995,34.64214,0,train,tsne_2d
-6.5668077,-14.152037,1,train,tsne_2d
30.191048,29.739403,0,train,tsne_2d
-47.22214,11.038,0,train,tsne_2d
-23.112108,16.99208,1,train,tsne_2d
16.99295,-0.9878815,1,train,tsne_2d
21.671013,-33.0977,1,train,tsne_2d
33.997284,28.360714,0,train,tsne_2d
-31.046415,-33.950417,1,train,tsne_2d
-21.981417,20.08171,0,train,tsne_2d
-5.5388503,-20.431015,0,train,tsne_2d
17.29949,18.0606,1,train,tsne_2d
-5.883237,-27.950996,0,train,tsne_2d
28.34234,-17.035622,1,train,tsne_2d
13.095788,-25.852732,1,train,tsne_2d
8.785733,-26.116713,1,train,tsne_2d
-5.0159516,-27.309996,1,train,tsne_2d
47.466244,-2.1217575,1,train,tsne_2d
27.50415,9.486451,0,train,tsne_2d
-2.89854,7.690718,0,train,tsne_2d
13.112137,38.095715,0,train,tsne_2d
-0.9368704,30.24038,1,train,tsne_2d
30.467844,19.762718,1,train,tsne_2d
-7.1212716,-8.070078,1,train,tsne_2d
0.6003161,8.7366905,1,train,tsne_2d
-33.15389,5.444829,0,train,tsne_2d
13.883807,-12.806568,1,train,tsne_2d
-45.848732,-13.095438,0,train,tsne_2d
-8.287324,7.9590845,0,train,tsne_2d
14.361479,10.380373,0,train,tsne_2d
-2.0273764,31.830065,0,train,tsne_2d
5.527971,34.84688,0,train,tsne_2d
-27.838394,-10.019351,1,train,tsne_2d
30.728575,-10.8163805,0,train,tsne_2d
-27.401266,14.856747,1,train,tsne_2d
3.1822255,8.249563,1,train,tsne_2d
9.714244,-11.851789,0,train,tsne_2d
-22.292847,8.251528,1,train,tsne_2d
-3.5225737,19.918034,0,train,tsne_2d
-20.034306,-30.232925,1,train,tsne_2d
14.42315,-3.5766144,0,train,tsne_2d
48.586098,1.8253384,1,train,tsne_2d
-2.3321447,21.793444,0,train,tsne_2d
34.067787,21.66539,0,train,tsne_2d
24.7465,39.199093,0,train,tsne_2d
-24.105099,0.36734635,1,train,tsne_2d
9.276288,23.958017,0,train,tsne_2d
29.64837,16.823172,0,train,tsne_2d
-2.9011772,0.055276826,0,train,tsne_2d
14.029363,12.112087,1,train,tsne_2d
21.66255,-10.621427,1,train,tsne_2d
-44.748238,-17.968657,0,train,tsne_2d
-2.000809,3.2959583,1,train,tsne_2d
-7.7577353,-25.868029,1,train,tsne_2d
-12.389294,34.45218,1,train,tsne_2d
-3.5450106,8.519503,1,train,tsne_2d
-42.799942,-18.48043,0,train,tsne_2d
-31.017408,-21.333546,0,train,tsne_2d
-8.688605,-26.829031,1,train,tsne_2d
30.038574,-12.808369,1,train,tsne_2d
-15.622226,4.8284793,0,train,tsne_2d
-4.657616,-16.524809,1,train,tsne_2d
-16.46863,1.1366895,1,train,tsne_2d
-48.57449,-2.9176087,0,train,tsne_2d
-18.13339,-16.545166,1,train,tsne_2d
0.827334,-35.208008,1,train,tsne_2d
-37.554073,-9.453954,0,train,tsne_2d
10.725005,36.859436,0,train,tsne_2d
-13.570621,23.571999,0,train,tsne_2d
23.31083,-16.648275,1,train,tsne_2d
-52.816776,1.9651785,0,train,tsne_2d
12.646611,10.007797,0,train,tsne_2d
39.755722,-9.326009,1,train,tsne_2d
-39.062366,-18.451458,0,train,tsne_2d
34.255135,21.813007,0,train,tsne_2d
-11.047713,20.21944,1,train,tsne_2d
-39.611538,7.911652,0,train,tsne_2d
4.621535,-21.396221,0,train,tsne_2d
11.29741,-6.285439,0,train,tsne_2d
1.4663287,2.5454626,0,train,tsne_2d
21.92184,17.884823,0,train,tsne_2d
-6.832952,-24.38658,1,train,tsne_2d
33.229713,33.248203,0,train,tsne_2d
0.101195306,20.608559,0,train,tsne_2d
-16.402262,-7.400044,1,train,tsne_2d
-26.203823,15.102601,0,train,tsne_2d
33.599556,-27.619654,1,train,tsne_2d
-18.769796,8.240732,1,train,tsne_2d
-15.8978405,10.033017,1,train,tsne_2d
-8.028992,3.8492486,1,train,tsne_2d
-36.847145,-25.860895,1,train,tsne_2d
-37.348614,0.8103022,0,train,tsne_2d
15.460669,38.173782,0,train,tsne_2d
-30.464314,-1.6985042,1,train,tsne_2d
-15.933534,6.3605776,1,train,tsne_2d
-3.4915352,16.020132,0,train,tsne_2d
-54.80039,0.97787094,0,train,tsne_2d
-42.74534,4.0586157,1,train,tsne_2d
5.450987,-15.572127,0,train,tsne_2d
-14.841678,-35.476948,1,train,tsne_2d
4.270371,-24.86984,1,train,tsne_2d
-6.3458796,5.369763,0,train,tsne_2d
13.285342,-23.217037,1,train,tsne_2d
-41.982887,-1.8754089,0,train,tsne_2d
19.145893,6.281774,0,train,tsne_2d
25.941082,7.093597,0,train,tsne_2d
10.079409,-20.874277,1,train,tsne_2d
17.142435,26.768246,0,train,tsne_2d
25.97114,29.57647,0,train,tsne_2d
10.5054455,-10.185032,0,train,tsne_2d
-19.268156,-4.7079353,0,train,tsne_2d
-31.755703,-27.134325,0,train,tsne_2d
-3.5133743,12.578153,1,train,tsne_2d
-18.438856,8.032455,0,train,tsne_2d
24.29797,-3.5494876,0,train,tsne_2d
22.628977,20.233692,0,train,tsne_2d
-6.1671925,9.370466,0,train,tsne_2d
-8.641539,-36.067314,0,train,tsne_2d
10.700989,-22.022125,1,train,tsne_2d
3.1737986,22.66112,0,train,tsne_2d
-0.16085598,-35.871277,0,train,tsne_2d
20.605133,26.622372,0,train,tsne_2d
6.806157,-33.352352,1,train,tsne_2d
6.142665,-16.469995,0,train,tsne_2d
25.704449,-29.345503,1,train,tsne_2d
2.3937387,-29.042841,0,train,tsne_2d
-26.210884,-19.433521,0,train,tsne_2d
-7.019117,-22.450626,1,train,tsne_2d
3.2424192,-28.909027,1,train,tsne_2d
-20.006798,7.366708,1,train,tsne_2d
-2.4795744,16.00389,0,train,tsne_2d
24.503702,1.6250536,0,train,tsne_2d
-5.209405,-22.982477,0,train,tsne_2d
-1.7887723,-9.496646,1,train,tsne_2d
-48.560017,-11.45991,1,train,tsne_2d
42.826065,3.317794,1,train,tsne_2d
-19.396278,23.623617,1,train,tsne_2d
13.477054,-15.353032,0,train,tsne_2d
-25.993708,-1.6886848,1,train,tsne_2d
-44.83627,-15.198679,0,train,tsne_2d
30.515245,-15.132673,1,train,tsne_2d
6.629559,7.191043,0,train,tsne_2d
-52.521675,-4.5702577,0,train,tsne_2d
-45.012985,-2.9665484,0,train,tsne_2d
-53.0633,3.3636055,0,train,tsne_2d
-26.639944,8.248643,1,train,tsne_2d
-14.912828,-18.0797,0,train,tsne_2d
-42.836586,-1.127266,0,train,tsne_2d
17.341612,-21.818281,1,train,tsne_2d
-23.418606,16.876127,0,train,tsne_2d
28.34787,-30.405005,1,train,tsne_2d
-21.485205,-25.398336,1,train,tsne_2d
-50.04194,9.104453,0,train,tsne_2d
-13.82632,-20.996384,1,train,tsne_2d
34.136803,-18.376673,0,train,tsne_2d
-0.2537774,-33.547226,0,train,tsne_2d
-50.374622,6.6378927,1,train,tsne_2d
18.3002,29.75796,0,train,tsne_2d
-8.234697,20.645927,0,train,tsne_2d
34.841057,26.661118,0,train,tsne_2d
-41.89023,-11.901504,0,train,tsne_2d
-6.2274737,33.913685,0,train,tsne_2d
-9.148832,33.038864,0,train,tsne_2d
-22.299036,25.044737,0,train,tsne_2d
42.56911,-7.3438697,1,train,tsne_2d
9.757847,12.4833,0,train,tsne_2d
22.051344,-4.2610326,0,train,tsne_2d
-36.990932,-6.643503,1,train,tsne_2d
-38.061165,-18.082565,0,train,tsne_2d
-4.7054896,11.444403,1,train,tsne_2d
-3.7573445,0.4713567,1,train,tsne_2d
28.423923,-2.9698281,1,train,tsne_2d
12.189499,-31.85912,0,train,tsne_2d
-9.217076,20.046247,0,train,tsne_2d
0.79544705,6.1929493,1,train,tsne_2d
13.199146,40.15863,1,train,tsne_2d
29.524824,25.286745,1,train,tsne_2d
-35.25854,-6.2871747,1,train,tsne_2d
-34.18208,-7.2529297,1,train,tsne_2d
-35.38293,-4.3471227,1,train,tsne_2d
-28.63394,5.455478,0,train,tsne_2d
40.710964,-5.5387707,1,train,tsne_2d
-22.689034,-19.610052,0,train,tsne_2d
25.457218,-0.89691365,1,train,tsne_2d
47.483932,-6.204061,1,train,tsne_2d
22.08376,-10.978348,0,train,tsne_2d
23.294764,-8.764337,0,train,tsne_2d
23.066013,21.732359,1,train,tsne_2d
-22.04979,-1.8776392,1,train,tsne_2d
25.247707,-8.770962,0,train,tsne_2d
51.900333,-0.60136884,1,train,tsne_2d
6.903459,20.60613,0,train,tsne_2d
-51.31153,-7.6952906,0,train,tsne_2d
-23.642277,-16.062216,1,train,tsne_2d
-18.978037,-20.491886,1,train,tsne_2d
12.532152,-28.17789,1,train,tsne_2d
50.013718,2.0525782,1,train,tsne_2d
-0.6809185,28.679848,0,train,tsne_2d
-23.835506,19.449654,1,train,tsne_2d
-2.5864038,-30.08034,0,train,tsne_2d
-41.51638,3.9500604,0,train,tsne_2d
-16.111935,-28.69336,1,train,tsne_2d
9.073152,-30.02012,1,train,tsne_2d
-17.835312,-16.83505,1,train,tsne_2d
29.1451,-21.759644,1,train,tsne_2d
16.6354,-7.8195224,0,train,tsne_2d
36.826405,-1.1791613,1,train,tsne_2d
0.14616287,11.825933,0,train,tsne_2d
-17.830503,-8.735164,1,train,tsne_2d
23.29049,2.3966384,0,train,tsne_2d
45.26425,7.7451377,1,train,tsne_2d
-39.877735,-4.0766144,1,train,tsne_2d
31.997118,27.662256,1,train,tsne_2d
19.554276,2.7394,0,train,tsne_2d
12.178065,-26.973356,1,train,tsne_2d
11.165653,-12.876672,0,train,tsne_2d
13.231343,39.473717,0,train,tsne_2d
28.1136,18.973482,1,train,tsne_2d
-47.296196,-5.8997736,0,train,tsne_2d
-28.270369,4.8604913,1,train,tsne_2d
-12.394477,-31.747824,0,train,tsne_2d
17.354538,14.545853,0,train,tsne_2d
-0.43642148,25.68376,0,train,tsne_2d
-15.776088,23.115358,0,train,tsne_2d
-9.894046,27.599787,0,train,tsne_2d
-15.15445,-23.990252,0,train,tsne_2d
-31.395653,-3.6375391,1,train,tsne_2d
9.944093,29.183931,0,train,tsne_2d
32.362854,31.28209,0,train,tsne_2d
-11.258466,22.198004,0,train,tsne_2d
-22.40711,-23.041468,0,train,tsne_2d
0.2309202,6.340463,1,train,tsne_2d
37.197556,3.1965714,1,train,tsne_2d
4.248302,33.67206,0,train,tsne_2d
23.519625,9.134911,1,train,tsne_2d
-19.497177,-28.1144,0,train,tsne_2d
25.40575,-28.344456,1,train,tsne_2d
-40.746567,-8.3645935,0,train,tsne_2d
4.1669984,40.01997,0,train,tsne_2d
-14.548765,-12.099769,1,train,tsne_2d
-1.48921,35.486336,0,train,tsne_2d
16.098143,1.3073933,1,train,tsne_2d
16.122515,41.374615,0,train,tsne_2d
-54.76587,0.21816942,1,train,tsne_2d
13.134013,37.03075,0,train,tsne_2d
15.565758,9.818473,0,train,tsne_2d
14.074026,35.593685,0,train,tsne_2d
26.403473,3.681056,1,train,tsne_2d
6.5070405,22.016771,0,train,tsne_2d
-10.288036,20.187323,0,train,tsne_2d
2.8891847,30.511852,1,train,tsne_2d
20.595081,-16.685898,1,train,tsne_2d
29.078188,28.95626,0,train,tsne_2d
7.82813,-22.508375,0,train,tsne_2d
33.628284,14.499579,0,train,tsne_2d
37.04337,3.4007168,1,train,tsne_2d
-49.016808,1.6159252,0,train,tsne_2d
