x,y,label,split,projection_method
9.84419,-28.875816,1,train,tsne_2d
-3.5325205,-40.26463,1,train,tsne_2d
-9.891903,-33.819263,1,train,tsne_2d
-0.9492211,-38.2588,1,train,tsne_2d
-35.70933,-5.42249,0,train,tsne_2d
-0.47912875,25.406176,0,train,tsne_2d
-13.385371,-32.572662,1,train,tsne_2d
-0.26862705,-47.537174,1,train,tsne_2d
-32.96831,0.7669121,0,train,tsne_2d
0.6599689,-36.195168,1,train,tsne_2d
-7.0196037,-33.75547,1,train,tsne_2d
2.8518393,-41.91251,1,train,tsne_2d
-7.8884954,36.166286,0,train,tsne_2d
37.69333,6.6430683,1,train,tsne_2d
27.447727,-0.98759985,1,train,tsne_2d
7.4288197,-34.715767,1,train,tsne_2d
8.812628,34.217484,0,train,tsne_2d
5.9229417,30.610847,0,train,tsne_2d
3.1930258,27.234896,0,train,tsne_2d
2.8215106,-38.500004,1,train,tsne_2d
3.522427,30.602938,0,train,tsne_2d
-36.3959,-3.9062092,0,train,tsne_2d
13.860309,-31.697977,1,train,tsne_2d
-22.16275,-2.2136118,0,train,tsne_2d
35.539753,4.8554125,1,train,tsne_2d
-33.134724,-1.948315,0,train,tsne_2d
-22.48496,-0.48569795,0,train,tsne_2d
-5.2950177,31.515114,0,train,tsne_2d
37.52861,4.1395755,1,train,tsne_2d
-19.159021,-9.49952,0,train,tsne_2d
43.830254,11.990737,1,train,tsne_2d
-20.66723,-0.36178142,0,train,tsne_2d
-22.655142,5.746339,0,train,tsne_2d
-31.466413,4.3069897,0,train,tsne_2d
-5.5784264,-38.812054,1,train,tsne_2d
-32.46873,1.7814479,0,train,tsne_2d
-35.885693,-1.8045967,0,train,tsne_2d
-11.301913,38.13039,0,train,tsne_2d
39.930214,13.202922,1,train,tsne_2d
5.936557,31.65718,0,train,tsne_2d
-14.842442,-2.8739488,0,train,tsne_2d
-0.5282439,30.082027,0,train,tsne_2d
-2.0697536,-38.19945,1,train,tsne_2d
-8.209504,31.719028,0,train,tsne_2d
-31.922768,5.597955,0,train,tsne_2d
5.419385,23.45647,0,train,tsne_2d
8.612463,33.987324,0,train,tsne_2d
35.564888,-8.84218,1,train,tsne_2d
44.09655,8.427543,1,train,tsne_2d
-0.2204886,-28.512802,1,train,tsne_2d
-26.598494,1.7902836,0,train,tsne_2d
12.341819,34.735004,0,train,tsne_2d
8.436509,-39.893845,1,train,tsne_2d
27.188385,-9.445358,1,train,tsne_2d
5.755605,-38.317204,1,train,tsne_2d
-1.7294489,33.93258,0,train,tsne_2d
32.67533,-0.20731726,1,train,tsne_2d
0.017295504,-32.315567,1,train,tsne_2d
40.3111,8.710005,1,train,tsne_2d
7.296394,-26.19319,1,train,tsne_2d
44.376854,1.5852227,1,train,tsne_2d
-14.910947,-1.9847159,0,train,tsne_2d
22.910944,-3.7046075,1,train,tsne_2d
-0.39362237,-36.43707,1,train,tsne_2d
5.360734,24.355696,0,train,tsne_2d
10.426776,-44.240902,1,train,tsne_2d
-12.070158,-34.327774,1,train,tsne_2d
-34.320477,-2.5537813,0,train,tsne_2d
-38.77813,9.910274,0,train,tsne_2d
38.76161,12.355371,1,train,tsne_2d
40.408432,-7.331972,1,train,tsne_2d
-12.166205,30.278067,0,train,tsne_2d
3.361584,27.371998,0,train,tsne_2d
-36.694866,8.634339,0,train,tsne_2d
9.98845,27.129646,0,train,tsne_2d
10.526466,30.227976,0,train,tsne_2d
-30.566381,-6.1844745,0,train,tsne_2d
7.9732122,30.903383,0,train,tsne_2d
7.6430264,-24.316917,1,train,tsne_2d
-9.681514,-25.973043,1,train,tsne_2d
-26.026922,9.4819975,0,train,tsne_2d
-10.543895,44.001266,0,train,tsne_2d
-2.3750367,-29.460238,1,train,tsne_2d
1.9264749,-35.091057,1,train,tsne_2d
2.8622534,-26.1385,1,train,tsne_2d
7.41582,40.250877,0,train,tsne_2d
-1.281785,43.243107,0,train,tsne_2d
-2.658096,48.112972,0,train,tsne_2d
-11.882027,31.785452,0,train,tsne_2d
4.9195595,33.294533,0,train,tsne_2d
-5.482165,34.06264,0,train,tsne_2d
-32.798298,-6.2727056,0,train,tsne_2d
32.23088,4.2672195,1,train,tsne_2d
35.356766,-12.08708,1,train,tsne_2d
-6.894188,-44.065834,1,train,tsne_2d
-33.66834,-5.0202646,0,train,tsne_2d
28.848948,-3.292107,1,train,tsne_2d
29.897175,-1.4978641,1,train,tsne_2d
39.84897,7.756927,1,train,tsne_2d
46.452602,3.7724485,1,train,tsne_2d
12.483038,30.279654,0,train,tsne_2d
40.662758,-3.3320081,1,train,tsne_2d
5.8138204,26.454454,0,train,tsne_2d
-38.887516,1.1819355,0,train,tsne_2d
-13.881969,-23.875069,0,train,tsne_2d
-4.9297075,38.96681,0,train,tsne_2d
21.908823,0.9413462,1,train,tsne_2d
-23.66193,-7.9203753,0,train,tsne_2d
-35.39364,3.6486564,0,train,tsne_2d
45.81543,-4.2247453,1,train,tsne_2d
-6.954612,-41.983208,1,train,tsne_2d
-35.415226,-0.38266084,0,train,tsne_2d
28.646868,-5.449142,1,train,tsne_2d
7.2469153,-29.924196,1,train,tsne_2d
35.480103,2.6886027,1,train,tsne_2d
-8.178319,24.99231,0,train,tsne_2d
39.58554,10.063745,1,train,tsne_2d
32.095123,-9.962979,1,train,tsne_2d
9.347278,-42.626747,1,train,tsne_2d
-1.8080338,26.138145,0,train,tsne_2d
32.808975,-6.4657583,1,train,tsne_2d
-35.700283,0.63987285,0,train,tsne_2d
-33.354603,4.508539,0,train,tsne_2d
2.2203484,-30.996197,1,train,tsne_2d
-41.918167,-0.0032872474,0,train,tsne_2d
29.923626,10.822102,1,train,tsne_2d
-35.96487,-4.164374,0,train,tsne_2d
0.046112422,24.928411,0,train,tsne_2d
0.7650639,34.980236,0,train,tsne_2d
-6.6459446,47.06164,0,train,tsne_2d
38.57086,10.102087,1,train,tsne_2d
-1.6131605,34.906178,0,train,tsne_2d
8.361963,-41.719273,1,train,tsne_2d
-30.639935,6.2200985,0,train,tsne_2d
-3.660307,-26.225622,1,train,tsne_2d
-10.598098,33.145237,0,train,tsne_2d
12.420863,-33.93728,1,train,tsne_2d
36.950626,0.96681017,1,train,tsne_2d
-8.219546,-32.739273,1,train,tsne_2d
-1.7205477,-39.773624,1,train,tsne_2d
5.4601803,-30.402922,0,train,tsne_2d
39.100506,14.713665,1,train,tsne_2d
-0.39688578,25.222168,0,train,tsne_2d
-3.6134293,24.854012,0,train,tsne_2d
-7.672979,25.487059,0,train,tsne_2d
0.8206249,22.036203,0,train,tsne_2d
37.075554,6.9770737,1,train,tsne_2d
1.7413049,32.883442,0,train,tsne_2d
43.109066,-5.097721,1,train,tsne_2d
-8.724075,28.444687,0,train,tsne_2d
4.770112,-35.72187,1,train,tsne_2d
39.022785,3.5704865,1,train,tsne_2d
8.430451,-39.459114,1,train,tsne_2d
-6.3488812,48.41775,0,train,tsne_2d
-38.158825,4.984113,0,train,tsne_2d
-32.715897,9.370298,1,train,tsne_2d
11.601599,-35.606945,1,train,tsne_2d
2.424205,45.643032,0,train,tsne_2d
3.9838223,-30.815908,1,train,tsne_2d
36.919292,0.58206755,1,train,tsne_2d
1.6109382,28.595726,0,train,tsne_2d
-37.09469,2.730417,0,train,tsne_2d
-44.501045,-1.3210719,0,train,tsne_2d
-42.950756,4.798883,0,train,tsne_2d
2.0125527,-22.583553,1,train,tsne_2d
-3.1835732,24.254477,0,train,tsne_2d
40.351,1.9709089,1,train,tsne_2d
-35.644253,-9.198598,0,train,tsne_2d
-33.628597,-6.599973,0,train,tsne_2d
27.84526,-8.6763,1,train,tsne_2d
-10.45332,36.757942,0,train,tsne_2d
35.96325,-4.135154,1,train,tsne_2d
-1.3230785,-29.78713,1,train,tsne_2d
1.0237069,-28.66026,1,train,tsne_2d
6.0921392,-40.321915,1,train,tsne_2d
-0.2952241,32.919064,0,train,tsne_2d
42.17891,9.620094,1,train,tsne_2d
-3.9232156,41.71642,0,train,tsne_2d
-34.988846,3.409142,0,train,tsne_2d
3.4531739,30.31629,0,train,tsne_2d
-21.35638,-4.3653183,0,train,tsne_2d
3.4634917,-42.96477,1,train,tsne_2d
-9.103933,29.306978,0,train,tsne_2d
4.8101087,-39.723034,1,train,tsne_2d
32.24074,0.6980201,1,train,tsne_2d
-10.218358,44.324917,0,train,tsne_2d
1.7921507,31.44066,0,train,tsne_2d
-3.6762724,43.105686,0,train,tsne_2d
0.72626543,40.948784,0,train,tsne_2d
-10.034555,-37.43679,1,train,tsne_2d
0.39088213,24.580189,0,train,tsne_2d
2.3988855,-42.27175,1,train,tsne_2d
27.838118,-3.8125398,1,train,tsne_2d
11.694044,29.38295,0,train,tsne_2d
14.834158,-36.20095,1,train,tsne_2d
25.146235,3.827389,1,train,tsne_2d
28.39364,3.4781106,1,train,tsne_2d
36.749416,-5.1400023,1,train,tsne_2d
27.7612,8.949648,1,train,tsne_2d
-12.350047,32.50664,0,train,tsne_2d
9.070679,-41.80411,1,train,tsne_2d
4.0129633,-32.251358,1,train,tsne_2d
12.813091,-42.623302,1,train,tsne_2d
-43.10059,-0.95655847,0,train,tsne_2d
5.539586,34.217075,0,train,tsne_2d
-40.69995,1.1375303,0,train,tsne_2d
4.857176,-34.15043,1,train,tsne_2d
23.308424,-3.0742815,1,train,tsne_2d
-12.6840725,-28.887388,1,train,tsne_2d
33.621086,0.6129275,1,train,tsne_2d
7.9049163,33.225296,0,train,tsne_2d
10.513332,-32.289135,1,train,tsne_2d
-9.800874,35.03115,0,train,tsne_2d
42.0224,7.099731,1,train,tsne_2d
-34.150738,-9.977721,0,train,tsne_2d
-4.430275,50.08981,0,train,tsne_2d
39.860424,0.7195762,1,train,tsne_2d
-26.87394,-0.6551051,0,train,tsne_2d
4.2348785,-26.269186,1,train,tsne_2d
3.71703,42.381584,0,train,tsne_2d
46.42858,7.3363914,1,train,tsne_2d
40.097816,13.039613,1,train,tsne_2d
12.755699,-35.974907,1,train,tsne_2d
5.3838067,-30.58981,1,train,tsne_2d
-38.92284,2.3930175,0,train,tsne_2d
50.35765,6.7408,1,train,tsne_2d
30.979687,-8.623325,1,train,tsne_2d
-11.13853,39.84136,0,train,tsne_2d
-6.1232595,-33.546635,1,train,tsne_2d
12.467311,32.973392,0,train,tsne_2d
-28.568213,6.4819527,0,train,tsne_2d
5.411174,30.917656,0,train,tsne_2d
-21.73105,3.151136,0,train,tsne_2d
35.739872,2.8101063,1,train,tsne_2d
36.81736,-0.76571023,1,train,tsne_2d
-3.8713014,35.31184,0,train,tsne_2d
-39.118984,-4.1269894,0,train,tsne_2d
47.033504,3.3709872,1,train,tsne_2d
-28.641745,7.7985015,0,train,tsne_2d
-29.89553,0.3448219,0,train,tsne_2d
36.81214,2.023715,1,train,tsne_2d
-7.9883513,42.150467,0,train,tsne_2d
-3.171317,-41.92429,1,train,tsne_2d
13.706087,-37.21272,1,train,tsne_2d
-5.2005987,47.317257,0,train,tsne_2d
34.16773,-8.851557,1,train,tsne_2d
10.662397,-42.566372,1,train,tsne_2d
24.734114,1.7550802,1,train,tsne_2d
25.781496,4.0836062,1,train,tsne_2d
1.4941001,40.536224,0,train,tsne_2d
-8.206552,41.233612,0,train,tsne_2d
3.7550611,22.128832,0,train,tsne_2d
-36.073723,2.1243105,0,train,tsne_2d
31.184195,-9.563364,1,train,tsne_2d
-17.654373,-5.744539,0,train,tsne_2d
28.258379,-0.5591772,1,train,tsne_2d
5.3203497,43.31246,0,train,tsne_2d
24.09566,6.8778267,1,train,tsne_2d
9.60114,31.564363,0,train,tsne_2d
-15.266753,-3.2403727,0,train,tsne_2d
44.14967,-3.1642926,1,train,tsne_2d
-15.529069,-4.1810055,0,train,tsne_2d
43.572605,3.1972942,1,train,tsne_2d
-13.233533,39.566326,0,train,tsne_2d
1.7405499,42.806255,0,train,tsne_2d
49.02024,4.085175,1,train,tsne_2d
47.62097,2.7592745,1,train,tsne_2d
34.962807,11.458465,1,train,tsne_2d
5.3460517,-26.12945,1,train,tsne_2d
25.498686,-4.194432,1,train,tsne_2d
-1.4578701,-30.121122,1,train,tsne_2d
-32.519855,-10.770236,0,train,tsne_2d
32.209076,13.075944,1,train,tsne_2d
-8.914146,-28.960796,1,train,tsne_2d
39.62755,-4.6748204,1,train,tsne_2d
6.6308084,-43.475025,1,train,tsne_2d
44.724823,2.3545003,1,train,tsne_2d
-10.952362,-28.638384,1,train,tsne_2d
-43.122437,1.3510829,0,train,tsne_2d
1.6400685,22.513597,0,train,tsne_2d
5.4198775,-38.727146,1,train,tsne_2d
6.2958865,25.30901,0,train,tsne_2d
35.144386,0.74448603,1,train,tsne_2d
46.08802,8.303182,1,train,tsne_2d
-1.9665294,-39.436825,1,train,tsne_2d
10.330327,-37.87332,1,train,tsne_2d
-2.3096137,-46.15472,1,train,tsne_2d
2.925991,24.251987,0,train,tsne_2d
11.143959,-41.42038,1,train,tsne_2d
28.373943,-6.9653707,1,train,tsne_2d
8.659355,34.64812,0,train,tsne_2d
38.865562,-6.467701,1,train,tsne_2d
-22.511879,6.077944,0,train,tsne_2d
31.351488,-0.70492935,1,train,tsne_2d
0.051276535,-38.66773,1,train,tsne_2d
-40.365288,-9.628451,0,train,tsne_2d
-38.265434,2.3851142,0,train,tsne_2d
40.077305,-5.630592,1,train,tsne_2d
-32.076084,-0.25933778,0,train,tsne_2d
-38.41855,8.092345,0,train,tsne_2d
26.216908,4.525737,1,train,tsne_2d
8.585656,30.74843,0,train,tsne_2d
3.5458612,-28.133034,1,train,tsne_2d
8.405286,-41.79655,1,train,tsne_2d
3.8160112,31.88458,0,train,tsne_2d
6.234326,-28.872644,1,train,tsne_2d
-7.018669,42.075634,0,train,tsne_2d
2.7605445,-34.876125,1,train,tsne_2d
-35.869717,-8.855805,0,train,tsne_2d
1.7076328,-32.101543,1,train,tsne_2d
34.15421,-7.374375,1,train,tsne_2d
29.1299,-9.945459,1,train,tsne_2d
27.663546,-7.9637547,1,train,tsne_2d
27.857527,-5.183015,1,train,tsne_2d
-1.4423494,-33.262924,1,train,tsne_2d
35.1216,-10.469938,1,train,tsne_2d
1.1363256,36.158527,0,train,tsne_2d
38.509956,11.051508,1,train,tsne_2d
-41.696384,0.019320896,0,train,tsne_2d
28.702497,4.236021,1,train,tsne_2d
33.417534,-7.889016,1,train,tsne_2d
-0.9806531,-44.765724,1,train,tsne_2d
33.437103,12.09864,1,train,tsne_2d
-28.735657,-9.726306,0,train,tsne_2d
-15.249246,-31.359732,1,train,tsne_2d
-2.6005683,-39.05603,1,train,tsne_2d
-43.873333,-7.2677493,0,train,tsne_2d
-14.298656,-2.4128704,0,train,tsne_2d
-29.782166,-8.005896,0,train,tsne_2d
-4.687643,33.445415,0,train,tsne_2d
-34.24001,4.3549433,0,train,tsne_2d
-4.531286,37.44599,0,train,tsne_2d
34.807774,10.281002,1,train,tsne_2d
36.860855,14.54374,1,train,tsne_2d
0.8902719,35.69338,0,train,tsne_2d
1.846418,45.33694,0,train,tsne_2d
-37.593605,-9.422223,0,train,tsne_2d
-3.9077396,-37.26273,1,train,tsne_2d
-23.175432,4.4658523,0,train,tsne_2d
-38.15674,3.6932073,1,train,tsne_2d
-38.095867,9.388149,0,train,tsne_2d
33.81407,9.597759,1,train,tsne_2d
30.025728,7.949154,1,train,tsne_2d
35.494286,-10.738505,1,train,tsne_2d
33.03194,13.550413,1,train,tsne_2d
8.4109955,36.290634,0,train,tsne_2d
28.153917,9.58641,1,train,tsne_2d
6.2858686,37.40311,0,train,tsne_2d
6.1856403,-42.04726,1,train,tsne_2d
-2.6490238,31.826973,0,train,tsne_2d
-38.92669,-4.161431,0,train,tsne_2d
3.5775812,-33.81434,1,train,tsne_2d
-8.213089,-30.024748,1,train,tsne_2d
25.415646,10.389742,1,train,tsne_2d
-34.645973,-5.468697,0,train,tsne_2d
-25.300013,-2.9409785,0,train,tsne_2d
-23.466887,-11.624302,0,train,tsne_2d
-11.749341,-35.684685,1,train,tsne_2d
-0.1794531,37.265194,0,train,tsne_2d
-25.119987,2.0132496,0,train,tsne_2d
12.303304,30.294275,0,train,tsne_2d
11.292164,-43.752228,1,train,tsne_2d
-7.553375,-29.294876,1,train,tsne_2d
1.2951714,28.539076,0,train,tsne_2d
-25.432035,3.8730736,0,train,tsne_2d
8.794077,30.847488,0,train,tsne_2d
6.815946,-44.54706,1,train,tsne_2d
28.485796,7.272074,1,train,tsne_2d
2.9076672,-28.530012,1,train,tsne_2d
-4.098664,-39.31692,1,train,tsne_2d
-31.939157,-4.97025,0,train,tsne_2d
-31.048239,-5.052585,0,train,tsne_2d
-25.57889,-0.70167446,0,train,tsne_2d
-42.269566,8.281953,0,train,tsne_2d
36.65151,2.8287516,1,train,tsne_2d
45.787407,1.6992872,1,train,tsne_2d
-3.7598767,25.32134,0,train,tsne_2d
26.374645,4.3166804,1,train,tsne_2d
-36.07096,-2.2348433,0,train,tsne_2d
2.109461,-33.749706,1,train,tsne_2d
-10.860127,40.74546,0,train,tsne_2d
-2.6469507,31.482111,0,train,tsne_2d
27.75976,-10.201595,1,train,tsne_2d
44.70744,14.062468,1,train,tsne_2d
-1.9487497,42.766327,0,train,tsne_2d
-1.6494806,30.335976,0,train,tsne_2d
-30.36427,10.950565,0,train,tsne_2d
9.885571,-41.061867,1,train,tsne_2d
-4.533931,48.498447,0,train,tsne_2d
-45.064762,-4.207924,0,train,tsne_2d
5.0513425,-38.950893,1,train,tsne_2d
-38.12139,-2.3429878,0,train,tsne_2d
-9.581406,-25.902689,1,train,tsne_2d
40.442078,10.769352,1,train,tsne_2d
4.082347,22.635195,0,train,tsne_2d
-0.81865597,36.34857,0,train,tsne_2d
39.768955,11.262671,1,train,tsne_2d
-18.29359,-2.0522854,0,train,tsne_2d
5.478065,-39.202225,1,train,tsne_2d
41.168304,-4.262576,1,train,tsne_2d
-40.8668,-2.9152925,0,train,tsne_2d
28.223007,-7.487324,1,train,tsne_2d
48.631657,4.642781,1,train,tsne_2d
-10.58214,-32.333145,1,train,tsne_2d
-37.258495,-9.072185,0,train,tsne_2d
2.8618631,-26.359827,1,train,tsne_2d
34.644325,5.2922544,1,train,tsne_2d
2.9769576,-34.61805,1,train,tsne_2d
43.72313,-2.655038,1,train,tsne_2d
4.827503,-36.644444,1,train,tsne_2d
42.984573,8.805343,1,train,tsne_2d
1.1140218,-39.560333,1,train,tsne_2d
-23.55728,-3.6134365,0,train,tsne_2d
-5.635944,24.804697,0,train,tsne_2d
47.355194,-1.2086085,1,train,tsne_2d
-2.4728107,26.611698,0,train,tsne_2d
-14.804272,-1.8023877,0,train,tsne_2d
-6.0198946,26.473816,0,train,tsne_2d
-0.3692603,-36.84853,1,train,tsne_2d
-8.513494,43.647247,0,train,tsne_2d
32.768627,-11.08859,1,train,tsne_2d
-4.4777374,-36.632324,1,train,tsne_2d
-14.131848,-32.761284,1,train,tsne_2d
3.5677576,30.769688,0,train,tsne_2d
-11.129688,38.26124,0,train,tsne_2d
31.988804,-5.963824,1,train,tsne_2d
45.953945,2.8516767,1,train,tsne_2d
-7.971804,-32.834354,1,train,tsne_2d
-30.118587,5.979422,0,train,tsne_2d
-24.013367,0.7549404,0,train,tsne_2d
-34.413548,10.712248,0,train,tsne_2d
-6.833567,-35.949642,1,train,tsne_2d
-0.5371063,-33.561283,1,train,tsne_2d
3.3842018,-43.652508,1,train,tsne_2d
29.124674,-10.481681,1,train,tsne_2d
1.5369132,22.257965,0,train,tsne_2d
39.363304,6.480531,1,train,tsne_2d
4.1183844,45.700367,0,train,tsne_2d
-29.796947,-14.059175,0,train,tsne_2d
-14.152193,-35.85718,1,train,tsne_2d
-1.756178,-30.755384,1,train,tsne_2d
-11.161461,-30.248316,1,train,tsne_2d
-30.338158,6.804482,0,train,tsne_2d
1.519224,43.88257,0,train,tsne_2d
-29.536825,-4.1986547,0,train,tsne_2d
0.66142666,-33.75161,1,train,tsne_2d
41.405167,11.860189,1,train,tsne_2d
46.659252,5.4455266,1,train,tsne_2d
7.462503,-27.881681,1,train,tsne_2d
-22.412235,-10.043724,0,train,tsne_2d
-37.481968,-4.5019526,0,train,tsne_2d
-15.462054,-3.5261388,0,train,tsne_2d
46.719242,-2.8585963,1,train,tsne_2d
-23.38474,-2.958543,0,train,tsne_2d
31.967268,5.598684,1,train,tsne_2d
-6.8815904,25.66305,0,train,tsne_2d
-9.1868,32.732376,0,train,tsne_2d
-30.964546,-6.4963503,0,train,tsne_2d
12.476317,32.89073,0,train,tsne_2d
28.872997,9.925585,1,train,tsne_2d
6.7778816,37.37611,0,train,tsne_2d
-8.517549,-31.454521,1,train,tsne_2d
-10.397273,-35.13072,1,train,tsne_2d
-42.766254,2.6879323,0,train,tsne_2d
-19.815443,-5.0571413,0,train,tsne_2d
-6.418797,-33.942196,1,train,tsne_2d
-24.304691,8.100574,0,train,tsne_2d
-31.897991,-2.834845,0,train,tsne_2d
-24.249802,8.145236,0,train,tsne_2d
1.6218407,43.862553,0,train,tsne_2d
30.077185,1.8618003,1,train,tsne_2d
5.650706,-38.80419,1,train,tsne_2d
35.557983,8.843592,1,train,tsne_2d
-37.442562,3.205925,0,train,tsne_2d
-6.263354,26.363497,0,train,tsne_2d
37.79077,3.4081457,1,train,tsne_2d
11.704006,-33.780594,1,train,tsne_2d
-28.164152,-8.3499,0,train,tsne_2d
-1.2856779,38.966824,0,train,tsne_2d
-4.223596,-29.914726,1,train,tsne_2d
40.194187,4.758161,1,train,tsne_2d
-4.200183,34.823463,0,train,tsne_2d
4.5163655,-27.620808,1,train,tsne_2d
-22.921556,-10.154959,0,train,tsne_2d
3.9878678,21.172184,0,train,tsne_2d
1.2969412,44.954025,0,train,tsne_2d
23.219963,-3.141434,1,train,tsne_2d
-29.151888,8.16137,0,train,tsne_2d
0.08635031,-41.396233,1,train,tsne_2d
26.18212,-1.229841,1,train,tsne_2d
-2.6688795,-37.64922,1,train,tsne_2d
39.03603,-2.0297275,1,train,tsne_2d
-41.6918,5.011604,0,train,tsne_2d
-28.77866,-0.47327718,0,train,tsne_2d
-15.740835,-4.027686,0,train,tsne_2d
37.498856,-6.1488132,1,train,tsne_2d
-4.7498174,43.77095,0,train,tsne_2d
6.282905,32.495735,0,train,tsne_2d
-28.222456,8.231545,0,train,tsne_2d
26.80009,-2.3106906,1,train,tsne_2d
33.079575,-9.681863,1,train,tsne_2d
6.1132264,23.908268,0,train,tsne_2d
11.783925,-38.212463,1,train,tsne_2d
-0.88996845,37.826454,0,train,tsne_2d
-3.6466923,40.061275,0,train,tsne_2d
-13.586803,-31.799469,1,train,tsne_2d
2.3702903,-24.856976,1,train,tsne_2d
25.359816,-0.80391765,1,train,tsne_2d
48.620663,1.8704424,1,train,tsne_2d
27.45433,3.6321936,1,train,tsne_2d
1.9664598,-24.332214,1,train,tsne_2d
-24.494396,3.4539397,0,train,tsne_2d
0.9327119,-34.23303,1,train,tsne_2d
-16.831745,-3.4962215,0,train,tsne_2d
-33.891674,4.2089734,0,train,tsne_2d
-32.60433,1.4350904,0,train,tsne_2d
-23.535278,-8.881946,0,train,tsne_2d
-8.79025,-33.279903,1,train,tsne_2d
40.946766,7.2588944,1,train,tsne_2d
27.781433,-3.0156279,1,train,tsne_2d
1.1923146,-41.441402,1,train,tsne_2d
6.7941504,26.11108,0,train,tsne_2d
-31.391836,2.07399,0,train,tsne_2d
1.9256073,-27.933973,1,train,tsne_2d
-39.649033,-6.3789015,0,train,tsne_2d
-2.1926374,-44.484562,1,train,tsne_2d
-1.6820891,44.985683,0,train,tsne_2d
27.355995,11.515892,1,train,tsne_2d
-7.5693655,-36.63824,1,train,tsne_2d
39.95064,-1.6846218,1,train,tsne_2d
